osmid,length
1201837268,74.727
210212234,121.066
229873837,83.656
229873837,3.607
31046775,42.65
229873837,61.345
436501442,132.532
31046777,9.199000000000002
227095246,2.436
158330077,149.05800000000002
227095246,17.070999999999998
158325417,38.61
215776112,49.626
1219444714,33.237
1219444715,127.511
158325417,11.005
158325417,50.346
215776137,111.309
158325417,130.891
1219444716,63.621
1219444716,19.043
158325407,56.495999999999995
158325409,372.06600000000003
206492408,9.385
250140509,91.514
40350572,6.012
40350572,8.194
117370810,228.378
60989947,21.368
1037481153,8.198
40350570,237.649
40350570,181.667
257618987,96.74699999999999
40350570,15.07
40350570,237.649
"[257618960, 257618969]",64.08000000000001
40350572,12.092
22841481,125.458
257618963,27.561
40350570,181.667
40350570,237.76500000000001
40838495,64.827
257750704,148.683
40838495,76.73
40838495,158.01999999999998
"[40838496, 257632743]",209.42899999999997
40350572,107.399
40838497,88.58
40350572,322.648
257632746,93.643
257632746,21.807
257748611,218.078
40838497,16.924
257632746,21.807
257632747,57.184999999999995
257632747,11.736
257632747,57.184999999999995
257748606,25.267000000000003
257632747,11.736
257748616,28.495
257632747,17.198999999999998
257632747,15.604
257632747,17.198999999999998
1119823373,44.67
41416533,32.65
41416533,45.18
436506464,112.87199999999999
41417200,27.408
53085776,22.005
53085776,77.646
53085776,14.841
53085776,15.885
1117039671,92.82
817794779,26.568
53087514,57.112
817794779,81.633
41417161,16.839
53087514,28.188
1285540595,82.408
1285540594,88.605
52768476,114.385
108095110,30.673
817794779,81.633
52768476,82.885
1285540594,88.605
41417161,147.115
53085776,27.165
53085776,80.71199999999999
41417200,31.029
1285540595,9.934
41417200,27.408
41417200,46.877
436506456,21.872
41447018,85.207
41447018,115.61
41450322,45.173
1118220895,21.639
41450322,63.846
41450322,45.173
41447018,191.512
"[256164009, 256164010, 106229907]",218.177
106229907,112.137
476628802,140.466
106229907,258.378
106229907,70.609
106229907,68.699
106229907,57.51
256164011,262.57899999999995
41447018,115.61
41447018,191.512
41450325,40.716
41450322,62.888
41450325,61.776
41450325,84.978
41450322,63.846
41450325,84.978
275490297,337.425
"[339089579, 339089580, 339089581, 817465659, 817465660]",170.738
214946474,45.827
227926131,4.714
41501662,209.079
208049745,591.618
208049745,347.94
227926126,117.117
227926130,20.833
41656399,585.9110000000001
41656399,30.292
447665801,529.48
41656399,5.279
857207644,294.35
1031562688,7.511
257626673,104.60300000000001
257626677,54.153999999999996
1031562688,274.92699999999996
567740201,12.993
567740200,176.477
22841433,31.956
22841433,80.385
22841623,90.765
668600448,165.833
206994678,71.845
206994678,108.55900000000001
206994680,229.808
22841044,210.26800000000003
22841044,170.813
206994680,125.285
206994680,334.067
22841044,57.363
22841044,210.26800000000003
41901320,69.862
206994678,31.511
206994678,65.661
41901320,205.034
447657757,26.764
41901320,181.62099999999998
41901320,44.046
447657757,218.183
206994680,27.47
206994680,229.808
447657757,218.183
447657196,100.593
1303560999,87.304
1303560999,14.584
126349347,162.047
206994678,109.287
660944521,6.37
206994702,261.19500000000005
42213291,277.77
42213291,277.177
42213291,10.808
51264243,38.804
51264243,62.223
217659238,10.574
217659238,232.086
51264244,91.121
217659238,205.381
217659238,232.086
42213291,163.39600000000002
42213291,277.77
106494975,31.471999999999998
217659225,127.831
42886446,29.767000000000003
106494932,127.247
42886446,38.772999999999996
42555086,111.608
42555086,184.957
669048002,130.79600000000002
42555086,79.901
171483563,43.623
171483563,65.037
816877891,84.60499999999999
42555086,162.653
42555087,402.1499999999999
42555087,704.8209999999999
42555638,383.365
856801011,20.011000000000003
42555090,11.219
42555090,30.507
257746079,64.672
42555090,18.24
257746071,101.015
42555090,132.867
42555090,9.231
42555090,55.874
"[257750707, 257750709, 257482622]",481.87700000000007
214946468,6.306
"[812627582, 815886317, 125859502, 812627583]",316.91599999999994
281883258,11.495
42555092,211.36599999999999
42555092,39.935
641670806,18.922
42555092,7.988
1201622021,76.973
42555634,230.295
42555638,51.626
42555638,464.676
42555634,230.295
"[42555089, 42555090, 42555091]",854.172
42555635,186.559
"[42555088, 867730570]",1123.543
42555635,106.257
42555638,151.203
816877895,372.629
816877895,372.629
42555087,115.948
447674285,22.937
867730569,34.965
280809527,154.229
171483563,35.728
867730569,125.79899999999999
42555090,9.004
42555090,9.231
"[257750705, 117370810, 257750703]",619.7590000000001
214946476,40.345
229849166,85.458
1186779247,409.37800000000004
208049745,591.618
214946478,581.675
229849166,85.458
229873833,199.542
"[833117595, 833117598]",120.111
42886446,33.216
214062136,12.158
209172189,183.098
1292065137,13.075
218697385,240.28
106366446,24.685
858493453,32.805
858493454,201.339
1232402281,10.832
"[61717168, 34189052, 61717166]",284.296
248228827,96.11
"[775921022, 775921023]",72.092
22841719,315.964
1309319659,248.742
817845814,171.649
49108273,150.674
817845814,148.954
227095234,14.143
858778950,60.811
49830981,8.904
53013817,80.72899999999998
49830977,22.483
"[216582076, 282484405, 53091973]",102.551
282484408,134.43
282484466,157.177
296193763,78.767
227095243,81.025
49830978,143.559
53092321,77.431
227095243,58.723
53091983,35.903
282484461,15.875
53091983,40.457
53091983,64.351
218059618,212.49
227095252,75.617
227095263,36.04
"[216582072, 217389437, 217389438]",91.66
217389440,12.137
217389440,16.221
296193747,177.101
227095244,55.634
53092321,77.43100000000001
53092321,63.48100000000001
49830981,85.039
49830981,25.984
282102083,126.074
158322685,14.568
1263295276,264.505
50106112,31.293
50106112,27.161
50106078,120.949
152330652,58.094
50106112,144.942
50106112,161.834
690439881,28.349
50106109,70.57000000000001
50106109,39.059
50106110,198.283
50106109,20.619
50106114,53.274
50106114,149.17700000000002
50106110,198.28300000000002
617693018,10.591
50106112,82.874
50106111,35.613
50106111,233.939
"[1182000714, 169257651, 1182154140]",137.60999999999999
293996154,345.07399999999996
293996202,149.408
50106114,138.42600000000002
293996202,123.017
50106146,10.169
293996202,149.408
