node_id,y,x
506951438,18.5140401,73.9034583
506951455,18.5141202,73.9026568
508047943,18.546579,73.8470863
508047951,18.5449415,73.8388492
508048922,18.5563897,73.8396696
508048932,18.5449723,73.8434295
511975999,18.5554551,73.8810573
511976003,18.555166,73.8811758
511976004,18.5551091,73.8811374
511976017,18.5530828,73.8796585
511976019,18.5569309,73.8754989
513255332,18.5577631,73.897242
518619590,18.5387986,73.8755009
518619591,18.5349081,73.8762582
518619602,18.5348221,73.8782494
518619604,18.5392601,73.8774755
518619608,18.5370632,73.8779353
518619610,18.5367652,73.8758907
518641039,18.5375801,73.8741145
518664505,18.5393982,73.8853855
525868241,18.5102682,73.9287286
525868282,18.510384,73.9260003
525868373,18.5107326,73.9260172
525868438,18.5108186,73.923818
525869060,18.5115085,73.9305635
525869377,18.5149644,73.9307287
525869583,18.5144021,73.9306894
531363875,18.565966,73.851839
531363877,18.5648359,73.850468
531363885,18.5672995,73.8562684
531363886,18.5734713,73.8581294
531363908,18.5685579,73.8760253
531363909,18.5680176,73.8776263
531363910,18.5670162,73.8790699
531363924,18.5737983,73.8358473
531363936,18.5688583,73.8322098
531363947,18.5626197,73.8302166
531363948,18.5625481,73.8302104
531393835,18.5728445,73.8654095
531393837,18.5722536,73.8633178
531393842,18.5688409,73.8668477
531393874,18.5730688,73.8673156
531393883,18.5750722,73.8645902
531393997,18.563652,73.8532357
531394009,18.5638197,73.8517278
531394050,18.5669624,73.8791366
531421677,18.5617106,73.8410601
531421696,18.56109,73.8415383
531438128,18.5378359,73.8347384
533622698,18.5730578,73.8367557
536959127,18.5148396,73.9304586
611012410,18.5063652,73.9070306
614149535,18.4946858,73.8302213
614149537,18.4936297,73.8293923
614149539,18.4926236,73.8290287
618551697,18.487766,73.8289895
618553626,18.4595331,73.8104888
622870380,18.5548692,73.890273
622874801,18.5285173,73.8806948
622877415,18.5135454,73.8798974
633121767,18.5226985,73.8709039
633121771,18.5191977,73.8615122
633121775,18.5195955,73.8632013
633121778,18.5194996,73.8641975
633121780,18.519555,73.8650156
633121781,18.5195437,73.8664028
633121782,18.5195064,73.8674756
633121788,18.5179815,73.8630558
633121789,18.5180781,73.8630461
633121826,18.5201861,73.864101
633121834,18.5220181,73.8692568
633122422,18.5291585,73.9060277
636345744,18.5678853,73.9143221
636345747,18.5676257,73.9171861
636360872,18.5682388,73.9201607
636360876,18.5674268,73.9200395
636360887,18.5681087,73.9220368
636360943,18.5682167,73.9110245
636360957,18.5650874,73.9108888
636361002,18.5650244,73.9197054
636368620,18.5651316,73.9182925
637780436,18.5150943,73.9230522
637811789,18.5200662,73.9325378
638207906,18.4950942,73.9454794
638335860,18.4977042,73.9419056
638336230,18.4976393,73.9418305
638337529,18.5089296,73.92593
638664966,18.5330668,73.9191788
638665103,18.5337165,73.9228381
639459700,18.4983842,73.9409068
639459734,18.4984289,73.9409948
639460274,18.5015844,73.9335509
652724178,18.5749347,73.7638321
652724182,18.5749815,73.7646103
662073773,18.508472,73.8354409
662073774,18.5092206,73.8364334
662073776,18.510667,73.8354112
662075683,18.5086051,73.8313753
662075684,18.5068803,73.8322472
663592104,18.5621223,73.8985391
663592111,18.562912,73.8937935
663592114,18.5631385,73.8931342
663592118,18.5602535,73.8955734
663592119,18.5613727,73.8960526
663592120,18.5618772,73.8963102
663592121,18.5604899,73.8949415
663592122,18.5615793,73.8953478
667276055,18.517294,73.8947072
667276056,18.5258848,73.8954401
667280493,18.5166527,73.8750527
667280494,18.5200398,73.8740905
667282388,18.5191764,73.8766169
667282667,18.521555,73.8773104
670281055,18.5689557,73.7661526
670281062,18.569582,73.7649066
670299605,18.5641542,73.7789646
670302507,18.5388481,73.8084078
670339300,18.5616657,73.8406803
670339716,18.5542622,73.8432795
670339720,18.5552174,73.8444792
670339751,18.5551126,73.8432088
671456787,18.5195459,73.8754121
672123197,18.5001969,73.8616714
672125008,18.5018375,73.873207
672132648,18.4980907,73.8694034
672133722,18.4982192,73.869302
672140073,18.5009975,73.8755115
672140075,18.5008653,73.87549
672140090,18.5006109,73.8749429
672141730,18.5135932,73.8793506
672143154,18.5107473,73.8793274
672143723,18.5107564,73.8787614
672148389,18.5232241,73.8839294
672149434,18.5135396,73.8856738
672149857,18.5122809,73.8849742
672149873,18.5117895,73.8826116
672149939,18.5122478,73.8812358
672149941,18.5124282,73.8800254
672150659,18.514208,73.8841214
672151054,18.5115828,73.8843518
672151107,18.5136081,73.8778733
672151149,18.5137055,73.8772357
672151152,18.5137119,73.8768658
672151153,18.5137714,73.8765393
672152932,18.515874,73.8469972
672157422,18.5192864,73.8496327
672157764,18.5193346,73.854503
672159042,18.520228,73.8545318
672159238,18.5185586,73.8545274
672159829,18.5194629,73.8519058
672159925,18.5163825,73.8520119
672160723,18.5164569,73.8538574
672160725,18.516866,73.8562542
672160740,18.5168982,73.8580228
672160742,18.5168952,73.8583374
672160744,18.5169106,73.8588393
672160798,18.5187148,73.8571509
672160799,18.5187768,73.8584904
672161870,18.5159957,73.8593601
672161885,18.5117828,73.859741
672161894,18.5105376,73.8596363
672161899,18.5096058,73.8594266
672161903,18.5091244,73.8594273
672161908,18.5085463,73.8593375
672161914,18.5060204,73.8592257
672162371,18.5224062,73.86162
672164553,18.5248261,73.8649609
672164920,18.5225008,73.8638555
672164922,18.5220903,73.8638695
672164927,18.5216492,73.863901
672164928,18.5213039,73.8639386
672164930,18.5209954,73.8639725
672164932,18.5207491,73.864005
672165225,18.5181961,73.8648657
672165226,18.5201216,73.8648378
672165235,18.5155788,73.8645231
672165470,18.5160579,73.8628573
672165476,18.5168399,73.8628872
672165714,18.5139061,73.8651619
672165717,18.513542,73.8649606
672165721,18.512437,73.8644112
672165931,18.5115021,73.8643127
672165939,18.5106425,73.8640424
672166015,18.5130535,73.868686
672166029,18.512592,73.8665804
672166120,18.5105572,73.8658383
672166199,18.5112267,73.8685099
672166300,18.5126338,73.865617
672166305,18.5131524,73.8647374
672166372,18.5104892,73.8682866
672166492,18.5106757,73.86325
672166500,18.5105944,73.8602966
672166504,18.5105172,73.8591525
672167140,18.5158481,73.8580115
672167141,18.515574,73.8580361
672167142,18.5151392,73.8580835
672167145,18.5142007,73.858218
672167147,18.513688,73.8583156
672167152,18.5127671,73.8585031
672167159,18.5114887,73.8586318
672167168,18.5099914,73.8592644
672167795,18.5121433,73.8603153
672168062,18.5141146,73.8570343
672216852,18.538419,73.8749511
672217166,18.5362896,73.8734017
672218030,18.5358543,73.8744571
672218045,18.5357254,73.8735355
672218072,18.5353661,73.8712994
672220578,18.5233908,73.8763073
672227476,18.5283408,73.8764425
672234515,18.5008587,73.8864829
672234639,18.5032311,73.8887216
672234715,18.5064854,73.8898696
672682624,18.503354,73.8857138
672683016,18.5006146,73.8854638
672683026,18.50075,73.8864376
672683090,18.5002512,73.88396
672683101,18.4989737,73.885007
672684015,18.5058102,73.8821234
672684460,18.4968118,73.8948864
672684474,18.4995046,73.881896
672684564,18.5054268,73.8796832
672684593,18.5039066,73.8800413
672684627,18.4988779,73.8888405
672684643,18.5029355,73.8830917
672684654,18.5039692,73.8854646
672684659,18.5036049,73.8848092
672686217,18.5000745,73.8864828
672686224,18.4989473,73.8868836
672686546,18.5031684,73.8837057
672686949,18.5000561,73.8862513
672687446,18.5065359,73.9070354
672688139,18.4911979,73.8947717
672688669,18.4869878,73.8990719
672688673,18.4864637,73.8999594
672688722,18.506493,73.9011103
672688840,18.4813658,73.900654
672689615,18.4847415,73.9022585
672689634,18.4810638,73.9060536
672689931,18.4870006,73.8988052
672690046,18.484173,73.8990525
672690130,18.4815702,73.8988086
672690189,18.4828123,73.8910198
672690601,18.484486,73.8898698
672690603,18.4841298,73.887173
672690633,18.4891581,73.8868939
672690899,18.4832399,73.8805633
673345604,18.5204733,73.8587535
673345706,18.5219955,73.8589567
673345817,18.5216504,73.8589858
673345820,18.5204767,73.8589752
673345825,18.5195128,73.8590572
673345863,18.5205087,73.8592592
673346067,18.5131039,73.8618362
673346112,18.5105295,73.862032
673346515,18.5148546,73.8619591
673346522,18.5108841,73.8620354
673346523,18.5088786,73.8622359
673346524,18.5065717,73.8624754
673346532,18.5042166,73.86281
673346594,18.5039114,73.8590336
673346676,18.5040677,73.8570028
673346682,18.5032572,73.8561469
673346892,18.5035173,73.8613821
673346895,18.5032982,73.8628119
673346897,18.5028743,73.8631075
673347312,18.5087095,73.8580076
673347416,18.5085643,73.8596475
673347428,18.5088168,73.8613662
673349222,18.5092428,73.8579573
673349454,18.5087616,73.860695
673349628,18.5071846,73.8612136
673349638,18.5048924,73.8621455
673349734,18.5063321,73.8685433
673349774,18.5063337,73.8684694
673349777,18.5061138,73.8633819
673349859,18.5089878,73.8632577
673350418,18.504275,73.863219
673350844,18.5060463,73.8659742
673351170,18.5003964,73.8662584
673352025,18.5060545,73.8650286
673352497,18.5053065,73.8650762
673352953,18.5052931,73.865655
673352954,18.5053481,73.8660458
673352955,18.5054115,73.8664864
673353164,18.5104029,73.8672625
673353242,18.5105671,73.8653077
673353299,18.5113059,73.8659599
673353863,18.5128694,73.8603289
673353953,18.512771,73.8610371
673353994,18.5137741,73.8618857
673354200,18.5139913,73.8686196
673354201,18.5139759,73.8686998
673354248,18.5136475,73.8687152
673354427,18.5136299,73.8713174
673355673,18.5093171,73.8723153
673355698,18.5106716,73.872102
673355702,18.5088376,73.8722062
673355703,18.5086949,73.8722791
673355705,18.5073666,73.872337
673355713,18.5071943,73.8684003
673355773,18.5068719,73.8737033
673355776,18.5068912,73.8725406
673355957,18.5058893,73.8729051
673355959,18.5054099,73.873143
673356191,18.5110786,73.8755061
673356194,18.5110854,73.8764181
673356313,18.510926,73.8699451
673356346,18.5107414,73.8699385
673356349,18.5100357,73.8699675
673356557,18.5159729,73.8608461
673356618,18.5183646,73.8584368
673356847,18.5178104,73.856232
673357129,18.5178747,73.8549496
673357134,18.5174088,73.8562437
673357799,18.5150076,73.8549798
673358361,18.5172979,73.8548981
673358719,18.5125021,73.8538301
673358792,18.5147235,73.8562992
673358799,18.5134896,73.8561906
674071208,18.5073416,73.871427
674071881,18.5073398,73.8704468
674071968,18.5054905,73.8706558
674072015,18.5055716,73.8716264
674072093,18.5055092,73.8707536
674072119,18.5045051,73.8708701
674074688,18.5175742,73.8415875
674074917,18.5191108,73.8303857
674074922,18.5177498,73.8401752
674074926,18.5181161,73.8361411
674074927,18.5181394,73.8355155
674703349,18.5043607,73.9125744
674703544,18.5040956,73.9154177
674703547,18.5027911,73.9169721
674703548,18.5021879,73.9175411
674703552,18.5015244,73.9188152
674703756,18.5046279,73.9185823
674703942,18.5017646,73.9182158
674704227,18.4908349,73.9200947
674704359,18.4977628,73.9219754
674704457,18.5000593,73.9170838
674706763,18.4921834,73.8945039
674706801,18.4919356,73.8959781
674706806,18.4921638,73.9000787
674707090,18.4895504,73.9000519
674708517,18.4795239,73.9009849
674709497,18.4812797,73.9015178
674709529,18.4798515,73.9016177
674709597,18.4774016,73.9019475
674709628,18.4810926,73.9023717
674710201,18.4784927,73.9017607
674710670,18.4777146,73.9062203
674710678,18.4770474,73.8958367
674712788,18.4778051,73.8906269
674712795,18.4774217,73.8945133
674712797,18.4765816,73.8965542
674712811,18.4702831,73.9001636
674712814,18.4682485,73.9006183
674712836,18.4632006,73.9090154
674712840,18.4630662,73.9120326
674712842,18.4627836,73.9141954
674717783,18.4966011,73.9330733
674717804,18.5013234,73.9334514
674718322,18.5024204,73.9340698
674718384,18.5026127,73.9363016
674722197,18.4718012,73.9229957
674722203,18.4748227,73.924427
674722208,18.4759542,73.924769
674722224,18.4771723,73.9251689
674724298,18.4656389,73.9342234
674724334,18.4732576,73.931755
674726584,18.4671595,73.9197972
674726729,18.4642444,73.9152541
674726790,18.4665122,73.920406
674726795,18.4654422,73.9223136
674910209,18.5064546,73.8887815
674913576,18.5162405,73.8743203
674914473,18.5145305,73.8735549
674914491,18.5125258,73.8763785
674918015,18.5134195,73.8764477
674918027,18.5151252,73.8738079
674918591,18.5139638,73.8695024
674918640,18.516281,73.8710919
674925871,18.5253052,73.8954396
674929979,18.5395623,73.8931536
674929987,18.5332176,73.8918576
675631621,18.523595,73.8952692
675631635,18.5235127,73.8962468
675631637,18.523433,73.8971938
676043288,18.5845121,73.9042372
676043294,18.5870856,73.912402
676043295,18.5871131,73.9124269
676772265,18.5105752,73.9070461
678439690,18.5136736,73.8538184
678440261,18.516378,73.8522882
678440301,18.5136896,73.8524125
678440320,18.5135106,73.8573103
678440476,18.5134925,73.8562566
678440477,18.5134161,73.85508
